순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
1,테넷,2020-08-26,18396929850 ,0.129,1992214,2228,미국,미국,워너브러더스 코리아(주)
2,닥터 두리틀,2020-01-08,13449206760 ,0.094,1607082,1290,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
3,1917,2020-02-19,7872002760 ,0.055,870451,932,미국,미국,(주)스마일이엔티
4,작은 아씨들,2020-02-12,7266325830 ,0.051,862199,1105,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
5,미드웨이,2019-12-31,7125474010 ,0.05,821921,842,미국,미국,(주)누리픽쳐스
6,인비저블맨,2020-02-26,5015895060 ,0.035,575043,776,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
7,나쁜 녀석들: 포에버,2020-01-15,4880576760 ,0.034,547775,896,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
8,스타워즈: 라이즈 오브 스카이워커,2020-01-08,4704790210 ,0.033,507265,957,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
9,스파이 지니어스,2020-01-22,3689131180 ,0.026,449876,712,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
10,온워드: 단 하루의 기적,2020-06-17,3582007060 ,0.025,416835,1138,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
11,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,3558359190 ,0.025,402035,963,미국,미국,워너브러더스 코리아(주)
12,원더 우먼 1984,2020-12-23,3490431460 ,0.024,390986,2260,미국,미국,워너브러더스 코리아(주)
13,겨울왕국 2,2019-11-21,3214172730 ,0.023,378728,2648,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
14,그린랜드,2020-09-29,2777724520 ,0.019,325869,779,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
15,런,2020-11-20,2560441600 ,0.018,278819,799,미국,미국,(주)올스타엔터테인먼트
16,뮬란,2020-09-17,2079737620 ,0.015,236247,1420,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
17,프리즌 이스케이프,2020-05-06,1848297600 ,0.013,217056,328,영국,"영국,호주",(주)이놀미디어
