순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
1,탑건: 매버릭,2022-06-22,87855360975 ,0.168,8177446,1975,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
2,아바타: 물의 길,2022-12-14,90296839202 ,0.173,7313149,2809,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
3,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,62648728870 ,0.12,5884587,2691,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
4,쥬라기 월드: 도미니언,2022-06-01,29237071310 ,0.056,2837410,2218,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
5,토르: 러브 앤 썬더,2022-07-06,29505081721 ,0.056,2716306,2143,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
6,미니언즈2,2022-07-20,21999556172 ,0.042,2269024,1394,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
7,블랙 팬서: 와칸다 포에버,2022-11-09,22203069405 ,0.042,2105641,2571,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
8,스파이더맨: 노 웨이 홈,2021-12-15,19496498450 ,0.037,1991050,2948,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
9,신비한 동물들과 덤블도어의 비밀,2022-04-13,12305198580 ,0.024,1195441,2207,미국,미국,워너브러더스 코리아(주)
10,더 배트맨,2022-03-01,9338714700 ,0.018,904156,2370,미국,미국,워너브러더스 코리아(주)
11,씽2게더,2022-01-05,8186997050 ,0.016,883973,1251,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
12,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,8363867924 ,0.016,836665,873,일본,일본,(주)씨제이이엔엠
13,블랙 아담,2022-10-19,8040723608 ,0.015,779485,1524,미국,미국,워너브러더스 코리아(주)
14,언차티드,2022-02-16,7116304100 ,0.014,730924,1536,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
15,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,6750156802 ,0.013,662397,258,일본,일본,"(주)바이포엠스튜디오,홀리가든"
16,극장판 주술회전 0,2022-02-17,6602758252 ,0.013,662099,836,일본,일본,(주)대교 미디어콘텐츠사업본부
17,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,5477045710 ,0.01,581216,809,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
18,명탐정 코난: 할로윈의 신부,2022-07-13,5119750724 ,0.01,490868,758,일본,일본,(주)씨제이이엔엠
19,모비우스,2022-03-30,4662620390 ,0.009,474560,1696,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20,놉,2022-08-17,4709541135 ,0.009,415969,1031,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
21,킹스맨: 퍼스트 에이전트,2021-12-22,4159334510 ,0.008,406904,1061,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
22,배드 가이즈,2022-05-04,3779400170 ,0.007,400053,844,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
23,에브리씽 에브리웨어 올 앳 원스,2022-10-12,3787226770 ,0.007,356048,620,미국,미국,워터홀컴퍼니(주)
24,버즈 라이트이어,2022-06-15,3509742460 ,0.007,344438,844,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
25,수퍼 소닉2,2022-04-06,2848373410 ,0.005,315123,1129,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
26,DC 리그 오브 슈퍼-펫,2022-08-10,2322641159 ,0.004,248798,585,미국,미국,워너브러더스 코리아(주)
27,나일 강의 죽음,2022-02-09,2242081480 ,0.004,232883,1041,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
28,아바타 리마스터링,2022-09-21,3895090540 ,0.007,230712,285,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
29,문폴,2022-03-16,1962767300 ,0.004,195344,1174,미국,미국,(주)누리픽쳐스
30,원피스 필름 레드,2022-11-30,2060258368 ,0.004,192703,550,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
31,오펀: 천사의 탄생,2022-10-12,1808701476 ,0.003,177871,707,미국,미국,메가박스중앙(주)
32,극장판 엉덩이 탐정: 수플레 섬의 비밀,2022-05-05,1409092740 ,0.003,152607,770,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
33,불릿 트레인,2022-08-24,1554615073 ,0.003,143620,904,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
34,하우스 오브 구찌,2022-01-12,1415370730 ,0.003,143605,734,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
35,웨스트 사이드 스토리,2022-01-12,1225528640 ,0.002,122706,754,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
36,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,1093855619 ,0.002,118023,626,기타,기타,메가박스중앙(주)
37,앰뷸런스,2022-04-06,1156403110 ,0.002,117512,1033,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
38,로스트 시티,2022-04-20,1023084850 ,0.002,113186,835,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
39,스트레인지 월드,2022-11-23,966234831 ,0.002,112651,699,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
40,블랙폰,2022-09-07,1085449042 ,0.002,107715,495,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
41,스마일,2022-10-06,1124306658 ,0.002,105651,455,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
42,엘비스,2022-07-13,1076370628 ,0.002,99084,665,미국,미국,워너브러더스 코리아(주)
43,안테벨룸,2022-02-23,899691250 ,0.002,95983,638,미국,미국,(주)올스타엔터테인먼트
44,폴: 600미터,2022-11-16,824947338 ,0.002,83270,463,영국,"영국,미국",(주)스튜디오디에이치엘
45,스펜서,2022-03-16,781792830 ,0.001,83047,730,영국,영국,"(주)영화특별시에스엠씨,그린나래미디어(주)"
46,바다 탐험대 옥토넛 : 탐험선 대작전,2022-08-11,744749950 ,0.001,78910,241,영국,영국,와이드 릴리즈(주)
47,프레이 포 더 데블,2022-12-07,707624477 ,0.001,70202,517,미국,미국,(주)올스타엔터테인먼트
48,극장판 5등분의 신부,2022-09-22,671267500 ,0.001,62223,91,일본,일본,(주)애니플러스
49,빅샤크4: 바다공룡 대모험,2022-07-06,541593280 ,0.001,61613,455,중국,중국,와이드 릴리즈(주)
50,티켓 투 파라다이스,2022-10-12,574492108 ,0.001,60171,581,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
51,드라이브 마이 카,2021-12-23,551641780 ,0.001,59060,69,일본,일본,(주)트리플픽쳐스
52,본즈 앤 올,2022-11-30,609027948 ,0.001,58181,356,미국,미국,워너브러더스 코리아(주)
53,아인보: 아마존의 전설,2022-10-26,397326479 ,0.001,51683,401,페루,"페루,네덜란드,미국",(주)디스테이션
54,355,2022-02-09,418026590 ,0.001,49098,540,미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹"
55,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,2022-03-09,471587590 ,0.001,48436,459,일본,일본,(주)스마일이엔티
56,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,2022-08-03,444546198 ,0.001,48098,389,일본,일본,(주)스마일이엔티
57,사랑할 땐 누구나 최악이 된다,2022-08-25,469596171 ,0.001,46201,68,노르웨이,노르웨이,"그린나래미디어(주),(주)하이스트레인저"
58,루이스 웨인: 사랑을 그린 고양이 화가,2022-04-06,410431110 ,0.001,43306,530,미국,미국,(주)씨제이이엔엠
59,"어쩌다 공주, 닭냥이 왕자를 부탁해!",2022-09-08,386597280 ,0.001,41049,306,프랑스,프랑스,(주)팝엔터테인먼트
60,나이트메어 앨리,2022-02-23,401511820 ,0.001,40679,461,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
61,애프터 양,2022-06-01,389128390 ,0.001,40143,161,미국,미국,"(주)영화특별시에스엠씨,주식회사 왓챠"
62,민스미트 작전,2022-05-11,346200480 ,0.001,36984,459,미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹"
63,어나더 라운드,2022-01-19,335050390 ,0.001,36126,175,기타,기타,(주)엣나인필름
64,배니싱: 미제사건,2022-03-30,301323110 ,0.001,35144,561,프랑스,프랑스,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹"
65,스페이스 키드: 우주에서 살아남기,2022-12-07,261690350 ,0.001,33866,290,프랑스,프랑스,"그린나래미디어(주),(주)인터파크"
66,스파이더맨: 노 웨이 홈 '펀버전',2022-10-05,363383731 ,0.001,33071,347,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
67,썸머 필름을 타고!,2022-07-20,311991026 ,0.001,32998,65,일본,일본,"(주)싸이더스,(주)블루라벨픽쳐스"
68,더 메뉴,2022-12-07,320680200 ,0.001,31360,177,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
69,클리포드 더 빅 레드 독,2022-01-12,267143090 ,0.001,30248,356,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
70,그레이 맨,2022-07-13,277286160 ,0.001,29844,220,미국,미국,씨제이 씨지브이(CJ CGV)(주)
71,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,2022-02-17,239098800 ,0,28703,236,영국,영국,와이드 릴리즈(주)
72,양자경의 더 모든 날 모든 순간,2022-11-23,291016371 ,0.001,27325,63,미국,미국,워터홀컴퍼니(주)
73,우연과 상상,2022-05-04,256985440 ,0,26046,56,일본,일본,"그린나래미디어(주),(주)영화사 안다미로"
74,블랙라이트,2022-03-09,228699190 ,0,25401,521,미국,미국,(주)퍼스트런
75,신 에반게리온 극장판,2022-10-05,285487800 ,0.001,25217,93,일본,일본,(주)라이크콘텐츠
76,시라노,2022-02-23,203932200 ,0,24751,195,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
77,레지던트 이블: 라쿤시티,2022-01-19,216277970 ,0,24722,276,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
78,큐어,2022-07-06,258162969 ,0,24507,55,일본,일본,M&M 인터내셔널
