순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
1,극한직업,2019-01-23,139647979516 ,0.144,16264944,1978,한국,한국,(주)씨제이이엔엠
2,기생충,2019-05-30,85883963645 ,0.089,10085275,1948,한국,한국,(주)씨제이이엔엠
3,엑시트,2019-07-31,79232012162 ,0.082,9426011,1660,한국,한국,(주)씨제이이엔엠
4,백두산,2019-12-19,52905789770 ,0.055,6290502,1971,한국,한국,"(주)씨제이이엔엠,(주)덱스터스튜디오"
5,봉오동 전투,2019-08-07,40588648538 ,0.042,4787538,1476,한국,한국,(주)쇼박스
6,나쁜 녀석들: 더 무비,2019-09-11,39560195124 ,0.041,4573902,1511,한국,한국,(주)씨제이이엔엠
7,82년생 김지영,2019-10-23,30298542310 ,0.031,3678156,1486,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
8,돈,2019-03-20,28869614062 ,0.03,3389035,1431,한국,한국,(주)쇼박스
9,악인전,2019-05-15,29130540150 ,0.03,3364360,1307,한국,한국,"(주)에이스메이커무비웍스,(주)키위미디어그룹"
10,가장 보통의 연애,2019-10-02,24885803430 ,0.026,2924563,1073,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
11,말모이,2019-01-09,23682638520 ,0.024,2812444,1203,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
12,증인,2019-02-13,20477262331 ,0.021,2534075,1047,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
13,시동,2019-12-18,21236477800 ,0.022,2525986,1515,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
14,블랙머니,2019-11-13,20863134010 ,0.022,2478964,1117,한국,한국,(주)에이스메이커무비웍스
15,사바하,2019-02-20,20007508194 ,0.021,2398519,1174,한국,한국,(주)씨제이이엔엠
16,타짜: 원 아이드 잭,2019-09-11,19687029214 ,0.02,2229239,1429,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
17,신의 한 수: 귀수편,2019-11-07,18463776050 ,0.019,2157437,1246,한국,한국,(주)씨제이이엔엠
18,내안의 그놈,2019-01-09,16293580567 ,0.017,1901684,1041,한국,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온"
19,뺑반,2019-01-30,15222811848 ,0.016,1826714,1285,한국,한국,(주)쇼박스
20,변신,2019-08-21,15417922925 ,0.016,1804112,975,한국,한국,(주)에이스메이커무비웍스
21,걸캅스,2019-05-09,13807476134 ,0.014,1628963,973,한국,한국,(주)씨제이이엔엠
22,사자,2019-07-31,12917306145 ,0.013,1609737,1405,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
23,나의 특별한 형제,2019-05-01,12081618074 ,0.012,1478156,936,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
24,유열의 음악앨범,2019-08-28,10233455040 ,0.011,1245532,1078,한국,한국,CGV아트하우스
25,퍼펙트맨,2019-10-02,10311352770 ,0.011,1240022,894,한국,한국,(주)쇼박스
26,생일,2019-04-03,9879762840 ,0.01,1196694,862,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
27,"힘을 내요, 미스터 리",2019-09-11,9930518906 ,0.01,1181960,990,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
28,항거:유관순 이야기,2019-02-27,9290065101 ,0.01,1157707,1094,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
29,장사리 : 잊혀진 영웅들,2019-09-25,8997921050 ,0.009,1140876,1090,한국,한국,워너브러더스 코리아(주)
30,롱 리브 더 킹: 목포 영웅,2019-06-19,9228798910 ,0.01,1094404,965,한국,한국,"플러스엠 엔터테인먼트,(주)콘텐츠지오"
31,천문: 하늘에 묻는다,2019-12-26,7808242950 ,0.008,965624,1198,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
32,나랏말싸미,2019-07-24,7871240823 ,0.008,958775,1211,한국,한국,플러스엠 엔터테인먼트
