순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
1,베테랑,2015-08-05,105168155250 ,0.12,13414009,1064,한국,한국,(주)씨제이이엔엠
2,암살,2015-07-22,98463132781 ,0.112,12705700,1519,한국,한국,(주)쇼박스
3,국제시장,2014-12-17,69823893034 ,0.079,8911437,966,한국,한국,(주)씨제이이엔엠
4,내부자들,2015-11-19,56465665657 ,0.064,7055332,1075,한국,한국,(주)쇼박스
5,사도,2015-09-16,48842902501 ,0.056,6246849,1210,한국,한국,(주)쇼박스
6,연평해전,2015-06-24,45563228330 ,0.052,6043784,1013,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
7,검은 사제들,2015-11-05,42405282092 ,0.048,5442128,1088,한국,한국,(주)씨제이이엔엠
8,히말라야,2015-12-16,39469775448 ,0.045,5129409,1009,한국,한국,(주)씨제이이엔엠
9,조선명탐정 : 사라진 놉의 딸,2015-02-11,30456879428 ,0.035,3872015,811,한국,한국,(주)쇼박스
10,스물,2015-03-25,23558988686 ,0.027,3044134,926,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
11,극비수사,2015-06-18,22389535897 ,0.025,2860786,894,한국,한국,(주)쇼박스
12,탐정 : 더 비기닝,2015-09-24,20463956973 ,0.023,2625686,764,한국,한국,(주)씨제이이엔엠
13,악의 연대기,2015-05-14,17361815332 ,0.02,2192525,776,한국,한국,(주)씨제이이엔엠
14,강남 1970,2015-01-21,17717971499 ,0.02,2192172,841,한국,한국,(주)쇼박스
15,뷰티 인사이드,2015-08-20,16148479531 ,0.018,2053435,648,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
16,오늘의 연애,2015-01-14,14924654487 ,0.017,1891993,709,한국,한국,(주)씨제이이엔엠
17,쎄시봉,2015-02-05,13570381911 ,0.015,1714803,829,한국,한국,(주)씨제이이엔엠
18,더 폰,2015-10-22,12309164568 ,0.014,1593694,794,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
19,대호,2015-12-16,12104808332 ,0.014,1584168,892,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
20,차이나타운,2015-04-29,11989400678 ,0.014,1472006,551,한국,한국,CGV아트하우스
21,장수상회,2015-04-09,8729412643 ,0.01,1163575,688,한국,한국,(주)씨제이이엔엠
22,성난 변호사,2015-10-08,8723650039 ,0.01,1128288,607,한국,한국,(주)씨제이이엔엠
23,간신,2015-05-21,8946842910 ,0.01,1110246,697,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
24,그놈이다,2015-10-28,8096427152 ,0.009,1046015,681,한국,한국,CGV아트하우스
25,미쓰 와이프,2015-08-13,7387086869 ,0.008,988451,437,한국,한국,플러스엠 엔터테인먼트
26,허삼관,2015-01-14,7405415569 ,0.008,955175,621,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
27,"님아, 그 강을 건너지 마오",2014-11-27,7509448200 ,0.009,955149,206,한국,한국,"CGV아트하우스,(주)대명문화공장"
28,살인의뢰,2015-03-12,6986456737 ,0.008,855980,646,한국,한국,씨네그루(주)다우기술
29,손님,2015-07-09,6385937880 ,0.007,828025,634,한국,한국,(주)씨제이이엔엠
30,기술자들,2014-12-24,6241817635 ,0.007,786257,641,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
31,열정같은소리하고있네,2015-11-25,4758959902 ,0.005,654102,566,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
32,특종: 량첸살인기,2015-10-22,4754763118 ,0.005,616481,776,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
33,서부전선,2015-09-24,4751661400 ,0.005,609063,509,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
34,헬머니,2015-03-05,4120166972 ,0.005,522929,422,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
35,위험한 상견례 2,2015-04-29,3575384754 ,0.004,472693,429,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트"
36,순수의 시대,2015-03-05,3740948828 ,0.004,469891,546,한국,한국,(주)씨제이이엔엠
37,오피스,2015-09-03,3460460230 ,0.004,441208,425,한국,한국,(주)리틀빅픽쳐스
38,"협녀, 칼의 기억",2015-08-13,3360045489 ,0.004,431310,572,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
