순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
1,신과함께-인과 연,2018-08-01,102666146909 ,0.113,12274996,2235,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
2,신과함께-죄와 벌,2017-12-20,47348157705 ,0.052,5871259,1912,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
3,안시성,2018-09-19,46335334026 ,0.051,5440186,1540,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
4,완벽한 타인,2018-10-31,44350807074 ,0.049,5293435,1313,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
5,1987,2017-12-27,42911577108 ,0.047,5289561,1299,한국,한국,(주)씨제이이엔엠
6,독전,2018-05-22,43484892913 ,0.048,5063620,1357,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
7,공작,2018-08-08,42788691176 ,0.047,4974512,1317,한국,한국,(주)씨제이이엔엠
8,암수살인,2018-10-03,32995138548 ,0.036,3789321,1177,한국,한국,(주)쇼박스
9,국가부도의 날,2018-11-28,30845862137 ,0.034,3747952,1180,한국,한국,(주)씨제이이엔엠
10,그것만이 내 세상,2018-01-17,27441213382 ,0.03,3417629,862,한국,한국,(주)씨제이이엔엠
11,마녀,2018-06-27,27242029463 ,0.03,3189091,1117,한국,한국,워너브러더스 코리아(주)
12,탐정: 리턴즈,2018-06-13,26909459678 ,0.03,3152872,1041,한국,한국,(주)씨제이이엔엠
13,너의 결혼식,2018-08-22,23676244369 ,0.026,2820969,962,한국,한국,플러스엠 엔터테인먼트
14,곤지암,2018-03-28,21442114144 ,0.024,2675559,1124,한국,한국,(주)쇼박스
15,지금 만나러 갑니다,2018-03-14,20800916128 ,0.023,2602273,1163,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
16,목격자,2018-08-15,21733771597 ,0.024,2524333,1021,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
17,조선명탐정: 흡혈괴마의 비밀,2018-02-08,19822724764 ,0.022,2444123,1249,한국,한국,(주)쇼박스
18,명당,2018-09-19,17900775524 ,0.02,2087474,1117,한국,한국,플러스엠 엔터테인먼트
19,협상,2018-09-19,17032133166 ,0.019,1967721,919,한국,한국,(주)씨제이이엔엠
20,마약왕,2018-12-19,15784724552 ,0.017,1813594,1297,한국,한국,(주)쇼박스
21,창궐,2018-10-25,13275772490 ,0.015,1599290,1351,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
22,성난황소,2018-11-22,13236490737 ,0.015,1593386,1010,한국,한국,(주)쇼박스
23,도어락,2018-12-05,12792097886 ,0.014,1559616,954,한국,한국,플러스엠 엔터테인먼트
24,리틀 포레스트,2018-02-28,11924818185 ,0.013,1505560,884,한국,한국,플러스엠 엔터테인먼트
25,골든슬럼버,2018-02-14,11412768798 ,0.013,1387508,833,한국,한국,(주)씨제이이엔엠
26,궁합,2018-02-28,10478875438 ,0.011,1340117,966,한국,한국,(주)씨제이이엔엠
27,사라진 밤,2018-03-07,10697981316 ,0.012,1315726,925,한국,한국,(주)키다리이엔티
28,스윙키즈,2018-12-19,10308565602 ,0.011,1258811,984,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
29,바람 바람 바람,2018-04-05,9784385375 ,0.011,1194229,985,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
30,PMC: 더 벙커,2018-12-26,9704247367 ,0.011,1179031,1081,한국,한국,(주)씨제이이엔엠
31,챔피언,2018-05-01,9471138230 ,0.01,1128774,874,한국,한국,워너브러더스 코리아(주)
32,염력,2018-01-31,7484644112 ,0.008,990104,1099,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
33,인랑,2018-07-25,6994748173 ,0.008,897548,1085,한국,한국,워너브러더스 코리아(주)
34,극장판 헬로카봇 : 백악기 시대,2018-08-01,6589532500 ,0.007,879449,758,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
35,레슬러,2018-05-09,6481379657 ,0.007,771141,957,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
36,상류사회,2018-08-29,6313416163 ,0.007,768442,867,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
37,물괴,2018-09-12,6106452954 ,0.007,723622,1183,한국,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티"
38,미쓰백,2018-10-11,6040344066 ,0.007,722182,638,한국,한국,(주)리틀빅픽쳐스
39,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,5001247250 ,0.005,678091,762,한국,한국,(주)씨제이이엔엠
40,"그날, 바다",2018-04-12,4445790528 ,0.005,540596,611,한국,한국,(주)엣나인필름
41,버닝,2018-05-17,4714345098 ,0.005,528153,739,한국,한국,CGV아트하우스
42,7년의 밤,2018-03-28,3969337524 ,0.004,528007,872,한국,한국,(주)씨제이이엔엠
43,변산,2018-07-04,4014072273 ,0.004,490033,763,한국,한국,플러스엠 엔터테인먼트
44,동네사람들,2018-11-07,3818515112 ,0.004,461693,731,한국,한국,(주)리틀빅픽쳐스
45,원더풀 고스트,2018-09-26,3720931600 ,0.004,450374,351,한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
46,강철비,2017-12-14,3494678900 ,0.004,438447,1426,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
47,흥부: 글로 세상을 바꾼 자,2018-02-14,3381050200 ,0.004,416303,627,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
