순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
1,어벤져스: 에이지 오브 울트론,2015-04-23,88582586366 ,0.107,10494499,1843,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아(주)"
2,킹스맨 : 시크릿 에이전트,2015-02-11,50369009795 ,0.061,6129681,706,미국,"미국,영국",이십세기폭스코리아(주)
3,미션 임파서블: 로그네이션,2015-07-30,48547353607 ,0.059,6126488,1202,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
4,쥬라기 월드,2015-06-11,47800698826 ,0.058,5546792,1290,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
5,인사이드 아웃,2015-07-09,38024694936 ,0.046,4969735,777,미국,미국,월트디즈니컴퍼니코리아(주)
6,마션,2015-10-08,39663145295 ,0.048,4880800,1132,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
7,매드 맥스: 분노의 도로,2015-05-14,32906364462 ,0.04,3842441,799,미국,"미국,호주",워너브러더스 코리아(주)
8,인턴,2015-09-24,28517727148 ,0.034,3610564,496,미국,미국,워너브러더스 코리아(주)
9,분노의 질주: 더 세븐,2015-04-01,26454098694 ,0.032,3247955,983,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
10,터미네이터 제니시스,2015-07-02,26556715129 ,0.032,3240370,1113,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
11,앤트맨,2015-09-03,23528441937 ,0.028,2841699,949,미국,"미국,영국",월트디즈니컴퍼니코리아(주)
12,스타워즈: 깨어난 포스,2015-12-17,24149478540 ,0.029,2803234,940,미국,미국,월트디즈니컴퍼니코리아(주)
13,빅 히어로,2015-01-21,21993119765 ,0.027,2801949,825,미국,미국,월트디즈니컴퍼니코리아(주)
14,메이즈 러너: 스코치 트라이얼,2015-09-16,21596946349 ,0.026,2744413,804,미국,미국,이십세기폭스코리아(주)
15,미니언즈,2015-07-29,18997911278 ,0.023,2625572,792,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
16,스파이,2015-05-21,18417637358 ,0.022,2318748,665,미국,미국,이십세기폭스코리아(주)
17,테이큰 3,2015-01-01,15088105000 ,0.018,1860934,616,미국,미국,이십세기폭스코리아(주)
18,007 스펙터,2015-11-11,14301476030 ,0.017,1820760,1105,영국,"영국,미국",유니버설픽쳐스인터내셔널 코리아(유)
19,이미테이션 게임,2015-02-17,13655718120 ,0.016,1743936,541,영국,영국,플러스엠 엔터테인먼트
20,샌 안드레아스,2015-06-03,14433931152 ,0.017,1716306,847,미국,미국,워너브러더스 코리아(주)
21,위플래쉬,2015-03-12,12656619045 ,0.015,1589032,436,미국,미국,"워터홀컴퍼니(주),(주)쇼박스"
22,마다가스카의 펭귄,2014-12-31,11450482159 ,0.014,1512340,615,미국,미국,(주)씨제이이엔엠
23,박물관이 살아있다 : 비밀의 무덤,2015-01-14,8170784606 ,0.01,1101678,500,미국,"미국,영국",이십세기폭스코리아(주)
24,몬스터 호텔 2,2015-12-24,7029012585 ,0.008,962770,686,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
25,인시디어스 3,2015-07-09,6396650620 ,0.008,825517,409,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
26,하트 오브 더 씨,2015-12-03,6777420023 ,0.008,809399,535,미국,미국,워너브러더스 코리아(주)
27,헝거게임: 더 파이널,2015-11-18,6069167163 ,0.007,806520,661,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
28,신데렐라,2015-03-19,5499767900 ,0.007,716386,531,미국,미국,월트디즈니컴퍼니코리아(주)
29,픽셀,2015-07-16,5390909947 ,0.007,681945,557,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
30,채피,2015-03-12,4620348654 ,0.006,573657,536,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
31,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,3886775100 ,0.005,550728,509,일본,일본,(주)씨제이이엔엠
32,도라에몽 : 스탠 바이 미,2015-02-12,3684756429 ,0.004,503968,432,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
33,명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400 ,0.004,471205,433,일본,일본,(주)씨제이이엔엠
34,어린왕자,2015-12-23,3195586794 ,0.004,428855,494,프랑스,프랑스,씨네그루(주)다우기술
35,판타스틱 4,2015-08-20,3029310600 ,0.004,399667,451,미국,미국,이십세기폭스코리아(주)
36,그레이의 50가지 그림자,2015-02-26,2918598796 ,0.004,364415,512,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
37,홈,2015-05-21,2692225691 ,0.003,360556,532,미국,미국,(주)씨제이이엔엠
38,아메리칸 스나이퍼,2015-01-14,2800001438 ,0.003,344766,308,미국,미국,워너브러더스 코리아(주)
39,에베레스트,2015-09-24,3055119748 ,0.004,332180,331,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
40,호빗: 다섯 군대 전투,2014-12-17,2840004341 ,0.003,326887,926,미국,"미국,뉴질랜드",워너브러더스 코리아(주)
41,스폰지밥 3D,2015-02-18,2458946200 ,0.003,325016,357,미국,미국,(주)씨제이이엔엠
42,뮨: 달의 요정,2015-09-24,2331900700 ,0.003,319072,365,프랑스,프랑스,"(주)스마일이엔티,씨네그루(주)다우기술"
43,주피터 어센딩,2015-02-05,2685741879 ,0.003,309729,561,미국,미국,워너브러더스 코리아(주)
44,패딩턴,2015-01-07,2246424729 ,0.003,305100,408,영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트
45,오즈의 마법사: 돌아온 도로시,2015-02-12,2175321000 ,0.003,298298,330,미국,미국,(주)박수엔터테인먼트
46,런 올 나이트,2015-03-19,2293671495 ,0.003,289534,411,미국,미국,워너브러더스 코리아(주)
47,인서전트,2015-03-25,2158449889 ,0.003,282662,480,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
